start,end,phone,mean_log_likelihood
0.005999999586492777,0.030000001192092896,k,-51.590824127197266
0.030000001192092896,0.06199999898672104,i:,-59.25591278076172
0.06199999898672104,0.0860000029206276,j,-52.352892557779946
0.0860000029206276,0.10199999809265137,N,-55.580461502075195
0.10199999809265137,0.14999999105930328,i:,-50.39125442504883
0.15000000596046448,0.16599999368190765,j,-49.630043029785156
0.16600000858306885,0.20600000023841858,i:,-44.06320343017578
0.20600000023841858,0.23799999058246613,v,-49.650840759277344
0.23800000548362732,0.2459999918937683,a,-41.337921142578125
0.2460000067949295,0.2540000081062317,N,-45.20683670043945
0.2539999783039093,0.27000001072883606,L,-44.2805233001709
0.26999998092651367,0.27799999713897705,j,-37.89697265625
0.27799999713897705,0.28600001335144043,r,-35.719512939453125
0.28599998354911804,0.3020000159740448,a:,-41.52747344970703
0.3019999861717224,0.31800001859664917,a,-41.00236892700195
0.3179999887943268,0.33400002121925354,e:,-44.117828369140625
0.33399999141693115,0.34200000762939453,n,-42.76157760620117
0.34199997782707214,0.3580000102519989,m,-46.0651969909668
0.3579999804496765,0.3659999966621399,n,-44.2393798828125
0.3659999966621399,0.39800000190734863,m,-43.18489360809326
0.39800000190734863,0.414000004529953,n,-45.588653564453125
0.414000004529953,0.4220000207424164,o,-55.18666076660156
0.421999990940094,0.4300000071525574,a,-53.24916076660156
0.429999977350235,0.43799999356269836,e:,-42.39893341064453
0.43799999356269836,0.49400001764297485,s,-44.78402982439314
0.49399998784065247,0.5099999904632568,c,-47.4111270904541
0.5099999904632568,0.5180000066757202,s,-48.874080657958984
0.5180000066757202,0.550000011920929,k,-49.23575496673584
0.550000011920929,0.5580000281333923,l,-56.658599853515625
0.5579999685287476,0.5740000009536743,t,-56.19919395446777
0.5740000009536743,0.5820000171661377,a,-52.94062805175781
0.5820000171661377,0.5979999899864197,o,-53.34575080871582
0.5979999899864197,0.6140000224113464,a:,-51.097389221191406
0.6139999628067017,0.621999979019165,C,-49.77610778808594
0.621999979019165,0.6299999952316284,d,-49.89167404174805
0.6299999952316284,0.6620000004768372,p,-44.35085678100586
0.6620000004768372,0.6700000166893005,b,-44.21506118774414
0.6700000166893005,0.6940000057220459,r,-43.55024337768555
0.6940000057220459,0.7179999947547913,o:,-47.89308293660482
0.7179999947547913,0.734000027179718,o,-46.8165225982666
0.7339999675750732,0.7419999837875366,g,-40.46425247192383
0.7419999837875366,0.7580000162124634,b,-40.1484317779541
0.7580000162124634,0.7739999890327454,n,-43.842411041259766
0.7739999890327454,0.8059999942779541,m,-40.142154693603516
0.8059999942779541,0.8379999995231628,n,-41.63553810119629
0.8379999995231628,0.8540000319480896,o,-43.8417854309082
0.8539999723434448,0.878000020980835,v,-38.646724700927734
0.878000020980835,0.8860000371932983,o,-37.02720642089844
0.8859999775886536,0.8939999938011169,l,-40.928619384765625
0.8939999938011169,0.9020000100135803,o:,-40.900596618652344
0.9020000100135803,0.9100000262260437,o,-46.20612716674805
0.9099999666213989,0.9179999828338623,o:,-47.65660858154297
0.9179999828338623,0.9259999990463257,u,-48.16370391845703
0.9259999990463257,0.9340000152587891,g,-51.86085510253906
0.9340000152587891,0.9580000042915344,s,-48.46615982055664
0.9580000042915344,0.9980000257492065,z,-44.28196258544922
0.9979999661445618,1.0059999227523804,o,-46.07233428955078
1.00600004196167,1.0139999389648438,r:,-50.967132568359375
1.0140000581741333,1.0779999494552612,z,-40.42459583282471
1.0780000686645508,1.093999981880188,s,-41.920372009277344
1.0940001010894775,1.1019999980926514,c,-42.478206634521484
1.1019999980926514,1.1099998950958252,a,-45.551368713378906
1.1100000143051147,1.125999927520752,o,-52.296226501464844
1.1260000467300415,1.1419999599456787,a:,-47.250993728637695
1.1420000791549683,1.149999976158142,d,-47.193641662597656
1.1500000953674316,1.1979999542236328,p,-45.74396578470866
1.1980000734329224,1.222000002861023,o,-50.58346303304037
1.222000002861023,1.2379999160766602,o:,-51.050437927246094
1.2380000352859497,1.3179999589920044,s,-47.42229461669922
1.318000078201294,1.3259999752044678,c,-43.3079948425293
1.3260000944137573,1.3339999914169312,s,-56.59690475463867
1.3340001106262207,1.3420000076293945,i,-56.423282623291016
1.3420000076293945,1.3499999046325684,e,-49.99271774291992
1.350000023841858,1.3579999208450317,o,-50.82965087890625
1.3580000400543213,1.3659999370574951,C,-57.23306655883789
1.3660000562667847,1.3739999532699585,b,-45.139034271240234
1.374000072479248,1.3819999694824219,t,-41.524478912353516
1.3820000886917114,1.437999963760376,p,-47.14258793422154
1.4380000829696655,1.4539999961853027,o,-49.28055763244629
1.4539999961853027,1.4619998931884766,u:,-43.849117279052734
1.4620000123977661,1.49399995803833,v,-35.894060134887695
1.4940000772476196,1.5499999523162842,o:,-39.78805923461914
1.5500000715255737,1.5579999685287476,o,-46.838958740234375
1.558000087738037,1.5819998979568481,b,-42.660804748535156
1.5820000171661377,1.5899999141693115,d,-43.610721588134766
1.590000033378601,1.6139999628067017,m,-42.348541259765625
1.6140000820159912,1.621999979019165,d,-44.32870101928711
1.6220000982284546,1.6379998922348022,t,-49.142723083496094
1.6380000114440918,1.653999924659729,e,-48.757232666015625
1.6540000438690186,1.6619999408721924,N,-50.28998947143555
1.662000060081482,1.6699999570846558,e:,-50.23448944091797
1.6700000762939453,1.6779999732971191,e,-61.158321380615234
1.6780000925064087,1.6859999895095825,a,-55.492000579833984
1.686000108718872,1.694000005722046,h,-54.97733688354492
1.694000005722046,1.7019999027252197,a,-55.376644134521484
1.7020000219345093,1.709999918937683,d,-59.37004089355469
1.7100000381469727,1.7339999675750732,g,-53.16510772705078
1.7340000867843628,1.7419999837875366,k,-51.324462890625
1.7420001029968262,1.75,m,-45.65637969970703
1.75,1.7579998970031738,e,-44.1837158203125
1.7580000162124634,1.7739999294281006,d,-43.50577163696289
1.7740000486373901,1.781999945640564,t,-39.964256286621094
1.7820000648498535,1.7899999618530273,k,-44.4360466003418
1.790000081062317,1.7979999780654907,a,-43.98473358154297
1.7980000972747803,1.805999994277954,k,-48.38515853881836
1.805999994277954,1.8219999074935913,e,-43.775177001953125
1.8220000267028809,1.8299999237060547,m,-42.89951705932617
1.8300000429153442,1.8619999885559082,k,-44.34109020233154
1.8620001077651978,1.8779999017715454,a,-43.35972595214844
1.878000020980835,1.8859999179840088,p,-47.07143020629883
1.8860000371932983,2.0219998359680176,t,-40.1551944508272
2.0220000743865967,2.0299999713897705,k,-49.27973937988281
2.0299999713897705,2.0379998683929443,p,-48.451446533203125
2.0380001068115234,2.0460000038146973,t,-50.4954719543457
2.0460000038146973,2.062000036239624,k,-53.8582706451416
2.062000036239624,2.0779998302459717,t,-54.193424224853516
2.078000068664551,2.0859999656677246,d,-54.76741409301758
2.0859999656677246,2.109999895095825,k,-46.0304069519043
2.1100001335144043,2.1499998569488525,t,-40.702822875976565
2.1500000953674316,2.1659998893737793,k,-43.92873001098633
2.1660001277923584,2.1740000247955322,cc,-45.84500503540039
2.1740000247955322,2.181999921798706,k,-42.172977447509766
2.182000160217285,2.190000057220459,d,-43.51824188232422
2.190000057220459,2.246000051498413,k,-39.25622286115374
2.246000051498413,2.253999948501587,t,-38.829952239990234
2.253999948501587,2.2619998455047607,k,-35.774505615234375
2.26200008392334,2.2779998779296875,e,-38.02121543884277
2.2780001163482666,2.3339998722076416,k,-39.739584241594585
2.3340001106262207,2.3420000076293945,e,-38.30611038208008
2.3420000076293945,2.3499999046325684,t,-40.425193786621094
2.3500001430511475,2.3980000019073486,k,-41.27658462524414
2.3980000019073486,2.421999931335449,t,-39.27458826700846
2.4220001697540283,2.437999963760376,k,-47.969465255737305
2.437999963760376,2.4539999961853027,t,-42.389156341552734
2.4539999961853027,2.4619998931884766,d,-43.490455627441406
2.4620001316070557,2.4779999256134033,t,-51.718421936035156
2.4780001640319824,2.4860000610351562,p,-52.67664337158203
2.4860000610351562,2.49399995803833,v,-46.802242279052734
2.49399995803833,2.557999849319458,n,-49.35456848144531
2.558000087738037,2.5739998817443848,a:,-42.95330619812012
2.574000120162964,2.5899999141693115,a,-39.907135009765625
2.5900001525878906,2.5980000495910645,N,-50.09807205200195
2.5980000495910645,2.6059999465942383,i,-42.35102081298828
2.6059999465942383,2.621999979019165,j,-38.106523513793945
2.621999979019165,2.629999876022339,i:,-33.36922073364258
2.630000114440918,2.685999870300293,j,-30.650631768362864
2.686000108718872,2.694000005722046,L,-35.77510070800781
2.694000005722046,2.741999864578247,a:,-40.43188985188802
2.742000102996826,2.75,r,-41.64387512207031
2.75,2.757999897003174,j,-37.067771911621094
2.758000135421753,2.7660000324249268,r,-40.991573333740234
2.7660000324249268,2.7739999294281006,e:,-34.71080780029297
2.7740001678466797,2.7820000648498535,e,-40.75163650512695
2.7820000648498535,2.7899999618530273,e:,-36.133548736572266
2.7899999618530273,2.797999858856201,e,-36.100101470947266
2.7980000972747803,2.805999994277954,r:,-39.22212219238281
2.805999994277954,2.8299999237060547,r,-43.79943974812826
2.830000162124634,2.8380000591278076,d,-45.10808181762695
2.8380000591278076,2.8539998531341553,a,-42.565412521362305
2.8540000915527344,2.869999885559082,e,-43.67177200317383
2.870000123977661,2.9019999504089355,m,-39.81121349334717
2.9019999504089355,2.9099998474121094,r:,-39.08299255371094
2.9100000858306885,2.934000015258789,m,-37.95904795328776
2.934000015258789,2.950000047683716,n,-42.04656410217285
2.950000047683716,2.9819998741149902,o,-43.851284980773926
2.9820001125335693,2.990000009536743,b,-45.432613372802734
2.990000009536743,3.00600004196167,u,-44.01642036437988
3.00600004196167,3.0299999713897705,p,-46.51894505818685
3.0299999713897705,3.0379998683929443,f,-45.313053131103516
3.0380001068115234,3.062000036239624,p,-51.11101786295573
3.062000036239624,3.0779998302459717,r:,-44.36474609375
3.078000068664551,3.0939998626708984,r,-41.50298881530762
3.0940001010894775,3.109999895095825,e:,-44.76968765258789
3.1100001335144043,3.118000030517578,e,-42.722015380859375
3.118000030517578,3.125999927520752,r:,-44.514122009277344
3.126000165939331,3.134000062942505,e:,-43.6817741394043
3.134000062942505,3.1419999599456787,r:,-35.146358489990234
3.1419999599456787,3.1579999923706055,e:,-35.1345329284668
3.1579999923706055,3.1659998893737793,e,-36.71651077270508
3.1660001277923584,3.1740000247955322,e:,-42.828125
3.1740000247955322,3.2300000190734863,t,-43.06571633475168
3.2300000190734863,3.23799991607666,e:,-44.24378204345703
3.2380001544952393,3.246000051498413,e,-39.534027099609375
3.246000051498413,3.253999948501587,r:,-45.69869613647461
3.253999948501587,3.2619998455047607,e,-47.44584274291992
3.26200008392334,3.3499999046325684,Z,-45.25858757712624
3.3500001430511475,3.373999834060669,j,-46.0492909749349
3.374000072479248,3.381999969482422,i,-46.993568420410156
3.381999969482422,3.3980000019073486,e:,-42.532392501831055
3.3980000019073486,3.4059998989105225,i:,-44.43218994140625
3.4060001373291016,3.421999931335449,i,-40.80754280090332
3.4220001697540283,3.430000066757202,t,-46.20769119262695
3.430000066757202,3.437999963760376,e,-48.05469512939453
3.437999963760376,3.44599986076355,k,-46.53908920288086
3.446000099182129,3.4619998931884766,t,-51.559654235839844
3.4620001316070557,3.4779999256134033,d,-52.89020538330078
3.4780001640319824,3.509999990463257,t,-57.02897930145264
3.509999990463257,3.5339999198913574,u:,-49.6081288655599
3.5340001583099365,3.5420000553131104,u,-42.101253509521484
3.5420000553131104,3.549999952316284,v,-36.190773010253906
3.549999952316284,3.7019999027252197,o,-39.8104103489926
3.702000141143799,3.7100000381469727,t,-36.48442077636719
3.7100000381469727,3.7259998321533203,e,-37.59496879577637
3.7260000705718994,3.7339999675750732,k,-48.75733184814453
3.7339999675750732,3.741999864578247,p,-48.994895935058594
3.742000102996826,3.757999897003174,k,-51.38868713378906
3.758000135421753,3.7660000324249268,h,-61.502540588378906
3.7660000324249268,3.7739999294281006,u,-52.61265563964844
3.7740001678466797,3.7899999618530273,o,-51.72180938720703
3.7899999618530273,3.885999917984009,k,-49.36874294281006
3.886000156402588,3.8940000534057617,h,-50.227413177490234
3.8940000534057617,3.9099998474121094,k,-50.117332458496094
3.9100000858306885,3.9179999828338623,a:,-41.26028823852539
3.9179999828338623,3.925999879837036,o:,-37.25984573364258
3.9260001182556152,3.934000015258789,a:,-46.32330322265625
3.934000015258789,3.941999912261963,o,-39.35832214355469
3.942000150680542,3.9659998416900635,o:,-42.41060892740885
3.9660000801086426,3.9739999771118164,o,-43.63603591918945
3.9739999771118164,3.9819998741149902,o:,-42.473209381103516
3.9820001125335693,3.990000009536743,o,-43.62805938720703
3.990000009536743,3.997999906539917,o:,-54.462860107421875
3.997999906539917,4.022000312805176,u,-46.312662760416664
4.021999835968018,4.03000020980835,o:,-49.63180923461914
4.029999732971191,4.078000068664551,u:,-45.28536160786947
4.077999591827393,4.085999965667725,a,-44.85282516479492
4.085999965667725,4.094000339508057,u:,-49.6116828918457
4.093999862670898,4.1020002365112305,j,-47.698760986328125
4.101999759674072,4.142000198364258,n,-44.49590530395508
4.1419997215271,4.1579999923706055,o,-46.41534614562988
4.1579999923706055,4.1660003662109375,u,-46.5240364074707
4.165999889373779,4.174000263214111,u:,-48.238555908203125
4.173999786376953,4.190000057220459,d,-48.45625877380371
4.189999580383301,4.197999954223633,k,-55.2181396484375
4.197999954223633,4.230000019073486,t,-51.86974811553955
4.230000019073486,4.26200008392334,r:,-41.87868309020996
4.261999607086182,4.2860002517700195,r,-36.00190226236979
4.285999774932861,4.294000148773193,r:,-55.05635070800781
4.293999671936035,4.302000045776367,S,-45.164207458496094
4.302000045776367,4.310000419616699,dz,-44.45730972290039
4.309999942779541,4.366000175476074,S,-45.46673257010324
4.365999698638916,4.381999969482422,cc,-46.878414154052734
4.381999969482422,4.398000240325928,C,-39.40912055969238
4.3979997634887695,4.414000034332275,a,-40.5285587310791
4.414000034332275,4.422000408172607,e,-37.42281723022461
4.421999931335449,4.430000305175781,a,-40.67584991455078
4.429999828338623,4.438000202178955,r:,-38.6290168762207
4.437999725341797,4.446000099182129,z,-39.59365463256836
4.445999622344971,4.453999996185303,s,-41.251609802246094
4.453999996185303,4.462000370025635,z,-44.51858139038086
4.461999893188477,4.510000228881836,s,-44.47321319580078
4.509999752044678,4.51800012588501,t,-43.853572845458984
4.517999649047852,4.526000022888184,p,-40.980499267578125
4.526000022888184,4.565999984741211,t,-40.883141326904294
4.565999984741211,4.574000358581543,j,-41.50428009033203
4.573999881744385,4.582000255584717,i,-40.402061462402344
4.581999778747559,4.5980000495910645,e,-44.85185432434082
4.5980000495910645,4.6060004234313965,i,-48.50112533569336
4.605999946594238,4.61400032043457,e,-42.859249114990234
4.613999843597412,4.622000217437744,d,-43.148155212402344
4.621999740600586,4.630000114440918,t,-47.63951873779297
4.62999963760376,4.638000011444092,g,-54.39152526855469
4.638000011444092,4.646000385284424,N,-44.90520477294922
4.645999908447266,4.694000244140625,i:,-43.364139556884766
4.693999767303467,4.734000205993652,j,-42.47285842895508
4.733999729156494,4.758000373840332,e:,-53.39023081461588
4.757999897003174,4.766000270843506,e,-50.23370361328125
4.765999794006348,4.77400016784668,r:,-45.04447555541992
4.7739996910095215,4.798000335693359,l,-49.957558949788414
4.797999858856201,4.806000232696533,v,-40.737335205078125
4.805999755859375,4.814000129699707,l,-46.433937072753906
4.813999652862549,4.838000297546387,o,-50.341793060302734
4.8379998207092285,4.878000259399414,m,-40.73471374511719
